Gene,Gene_ID,disease_name,disease_id,score,Calculated_Risk_Score,Num_SNPs,Total_Risk_Score,Weighted_Gene_Score,Feature_Type,Gene_Length_bp
TTLL7,ENSG00000137941,Abruptio Placentae,EFO_1001754,0.30596960787015554,3.059725052136537,2,0.8,1.6,transcript,55223.0
YTHDC2,ENSG00000047188,edema,EFO_0009373,0.30596960787015554,3.0597162878664115,1,0.4,0.4,transcript,19793.0
YTHDC2,ENSG00000047188,brain compression,MONDO_0001291,0.30596960787015554,3.0597162878664115,1,0.4,0.4,transcript,19793.0
DOK5,ENSG00000101134,lymphocyte count,EFO_0004587,0.30596960787015554,3.059783913571999,1,0.4,0.4,transcript,4554.0
DOK5,ENSG00000101134,growth differentiation factor 15 amount,OBA_2050135,0.30596960787015554,3.059783913571999,1,0.4,0.4,transcript,4554.0
CENPC,ENSG00000145241,substance abuse,MONDO_0002491,0.30596960787015554,3.059894885858613,3,1.2000000000000002,3.6000000000000005,transcript,18108.0
BTBD8,ENSG00000189195,low density lipoprotein cholesterol measurement,EFO_0004611,0.30594510976408984,3.0594675797084085,1,0.5,0.5,transcript,30336.0
TEX15,ENSG00000133863,preeclampsia,EFO_0000668,0.30594510976408984,3.059466021232111,1,0.5,0.5,transcript,33504.0
BIRC6,ENSG00000115760,X-11444 measurement,EFO_0021237,0.3059132972082151,3.059140154339103,1,0.5,0.5,transcript,69616.0
PPA2,ENSG00000138777,mean corpuscular hemoglobin,EFO_0004527,0.3059004810679881,3.059032216950436,1,0.5,0.5,transcript,18244.0
RBM25,ENSG00000119707,mean corpuscular hemoglobin,EFO_0004527,0.30588503241121545,3.0588630140648845,1,0.4,0.4,transcript,31521.0
RPRD2,ENSG00000163125,body fat percentage,EFO_0007800,0.3058177599283661,3.0581961058072102,1,0.4,0.4,transcript,21614.0
AKAP10,ENSG00000108599,inflammatory biomarker measurement,EFO_0004872,0.30574567500678723,3.057491930366905,1,0.4,0.4,transcript,11370.0
AKAP10,ENSG00000108599,diet measurement,EFO_0008111,0.30574567500678723,3.057491930366905,1,0.4,0.4,transcript,11370.0
CNTLN,ENSG00000044459,secondary malignant neoplasm,EFO_0009812,0.30574520219552076,3.057573482518481,2,0.8,1.6,transcript,13173.0
PCDH18,ENSG00000189184,pituitary gland disease,EFO_0009607,0.30574520219552076,3.0575291936139157,2,0.8,1.6,transcript,20733.0
NDFIP2,ENSG00000102471,complication,EFO_0009518,0.30574520219552076,3.057466503821196,2,0.8,1.6,transcript,110483.0
NSUN7,ENSG00000179299,serum albumin amount,OBA_2050068,0.30574520219552076,3.0574910509146953,1,0.5,0.5,transcript,12811.0
ATXN7L3B,ENSG00000253719,pulse wave reflection index measurement,EFO_0009804,0.30574520219552076,3.057504681249573,1,0.4,0.4,transcript,7596.0
NDFIP2,ENSG00000102471,hemorrhage,MP_0001914,0.30574520219552076,3.057466503821196,2,0.8,1.6,transcript,110483.0
USP37,ENSG00000135913,low density lipoprotein cholesterol measurement,EFO_0004611,0.30573952800771576,3.05753490696309,3,1.2000000000000002,3.6000000000000005,transcript,25783.0
CENPE,ENSG00000138778,apolipoprotein A 1 measurement,EFO_0004614,0.3057341410856197,3.057367104586927,1,0.5,0.5,transcript,19460.0
SH3TC2,ENSG00000169247,placental retention,EFO_0009578,0.3057282799776131,3.05728722318481,1,0.4,0.4,transcript,90428.0
CCDC88C,ENSG00000015133,arterial stiffness measurement,EFO_0004517,0.3056618033354954,3.056637356092986,1,0.4,0.4,transcript,20701.0
WDR12,ENSG00000138442,apolipoprotein B measurement,EFO_0004615,0.3056598895831545,3.0566188350170296,1,0.4,0.4,transcript,20061.0
METTL25,ENSG00000127720,adolescent idiopathic scoliosis,EFO_0005423,0.30565181399064556,3.056570087958404,1,0.5,0.5,transcript,9625.0
LAMA1,ENSG00000101680,systolic blood pressure,EFO_0006335,0.3056435310325479,3.056451205544197,1,0.5,0.5,transcript,31456.0
AHCTF1,ENSG00000153207,lysosomal storage disease,MONDO_0002561,0.30561612107903713,3.056174477260694,1,0.5,0.5,transcript,37689.0
CCDC177,ENSG00000267909,erythrocyte volume,OBA_0003460,0.30560766373325104,3.05619619735164,1,0.5,0.5,transcript,4182.0
OTOGL,ENSG00000165899,deafness,EFO_0001063,0.30559784803811707,3.055993338339093,1,0.5,0.5,transcript,33652.0
ORMDL1,ENSG00000128699,glomerular filtration rate,OBA_0003747,0.3055922404938543,3.056049479833309,2,0.8,1.6,transcript,12591.0
RALGPS2,ENSG00000116191,total lipids in very large HDL measurement ,EFO_0022312,0.30557890955805955,3.0558686303024727,2,0.8,1.6,transcript,20117.0
SLC22A15,ENSG00000163393,level of lysophosphatidic acid phosphatase type 6 in blood serum,OBA_2040483,0.30551921524027403,3.055441179640094,2,0.8,1.6,transcript,6425.0
PLA2R1,ENSG00000153246,substance abuse,MONDO_0002491,0.305510598111188,3.055185173351041,2,0.8,1.6,transcript,20204.0
TOPAZ1,ENSG00000173769,arterial stiffness measurement,EFO_0004517,0.3054873608084191,3.0549673463669054,1,0.5,0.5,transcript,5334.0
LRPAP1,ENSG00000163956,triglycerides in large LDL measurement ,EFO_0022319,0.30544323804290907,3.0546630166005304,3,1.2000000000000002,3.6000000000000005,transcript,15609.0
KCNIP4,ENSG00000185774,acute tonsillitis,MONDO_0020686,0.30543125494455836,3.0544451974309923,2,0.8,1.6,transcript,12062.0
ATRNL1,ENSG00000107518,triglyceride measurement,EFO_0004530,0.30543125494455836,3.0543294085874533,1,0.4,0.4,transcript,23726.0
NOM1,ENSG00000146909,potassium measurement,EFO_0009283,0.3053898771025474,3.0547801389084284,5,2.0,10.0,transcript,11346.0
F13B,ENSG00000143278,serum alanine aminotransferase measurement,EFO_0004735,0.30536357094924954,3.053743607636647,1,0.5,0.5,transcript,4634.0
LHX9,ENSG00000143355,complement factor H-related protein 5 measurement,EFO_0008098,0.305318183632941,3.0532561029465657,2,0.8,1.6,transcript,21544.0
KIAA0586,ENSG00000100578,high density lipoprotein cholesterol measurement,EFO_0004612,0.30530510740356515,3.0530567250940948,1,0.5,0.5,transcript,88479.0
CWH43,ENSG00000109182,lifestyle measurement,EFO_0010724,0.3052914142215661,3.052976215462092,1,0.5,0.5,transcript,8055.0
GNA13,ENSG00000120063,diffuse large B-cell lymphoma,EFO_0000403,0.3052658574541529,3.0527101807858847,1,0.4,0.4,transcript,7751.0
CENPQ,ENSG00000031691,vitamin B deficiency,MONDO_0042976,0.30525370369502053,3.0527667899657134,1,0.4,0.4,transcript,1741.0
USP37,ENSG00000135913,triglycerides in small LDL measurement ,EFO_0022323,0.30524332324422837,3.052572859328216,3,1.2000000000000002,3.6000000000000005,transcript,25783.0
USP37,ENSG00000135913,BMI-adjusted waist-hip ratio,EFO_0007788,0.30524332324422837,3.052572859328216,3,1.2000000000000002,3.6000000000000005,transcript,25783.0
USP37,ENSG00000135913,triglycerides in medium LDL measurement ,EFO_0022322,0.30524332324422837,3.052572859328216,3,1.2000000000000002,3.6000000000000005,transcript,25783.0
C4orf33,ENSG00000151470,sexual activity behaviour attribute,OBA_2045293,0.3052240161327417,3.052691214960513,4,1.6,6.4,transcript,14189.0
ALG10B,ENSG00000175548,triglyceride measurement,EFO_0004530,0.30515219788962,3.052227794819407,5,2.0,10.0,transcript,14168.0
RAD23B,ENSG00000119318,osteoarthritis,MONDO_0005178,0.3050941391108451,3.050981664970714,1,0.4,0.4,transcript,9932.0
PPP1R2,ENSG00000184203,mean corpuscular hemoglobin,EFO_0004527,0.30507650122707125,3.0508114968726883,1,0.4,0.4,transcript,8605.0
LATS1,ENSG00000131023,multiple myeloma,EFO_0001378,0.3050676378280721,3.0506937348718868,1,0.4,0.4,transcript,23046.0
BACH1,ENSG00000156273,creatine kinase measurement,EFO_0004534,0.30505940907121154,3.0509519524880044,4,1.6,6.4,transcript,17884.0
PPA2,ENSG00000138777,multiple sclerosis,MONDO_0005301,0.3050348313279643,3.0503757195501975,1,0.5,0.5,transcript,18244.0
DYNLT5,ENSG00000152760,monocyte count,EFO_0005091,0.30501085142706263,3.050178677399902,1,0.4,0.4,transcript,5701.0
DTHD1,ENSG00000197057,cognitive function measurement,EFO_0008354,0.3050050249097313,3.0500766496464444,1,0.5,0.5,transcript,18939.0
WWTR1,ENSG00000018408,melanoma,EFO_0000756,0.3049850814368696,3.049935649999661,2,0.8,1.6,transcript,18860.0
PICALM,ENSG00000073921,insomnia,EFO_0004698,0.3049722082258039,3.0497353505766114,1,0.4,0.4,transcript,30147.0
MYO5A,ENSG00000197535,Polyarteritis Nodosa,EFO_0009012,0.30496950483865365,3.0496970880477487,1,0.4,0.4,transcript,196111.0
SMARCC1,ENSG00000173473,low density lipoprotein cholesterol measurement,EFO_0004611,0.30495453045650883,3.0496594516721727,2,0.8,1.6,transcript,14017.0
SMARCC1,ENSG00000173473,low density lipoprotein cholesterol measurement,EFO_0004611,0.30495453045650883,3.0496594516721727,2,0.8,1.6,gene_variant,14017.0
SMARCC1,ENSG00000173473,low density lipoprotein cholesterol measurement,EFO_0004611,0.30495453045650883,3.0496594516721727,2,0.8,1.6,transcript,14017.0
SMARCC1,ENSG00000173473,low density lipoprotein cholesterol measurement,EFO_0004611,0.30495453045650883,3.0496594516721727,2,0.8,1.6,gene_variant,14017.0
BTC,ENSG00000174808,lung adenocarcinoma,EFO_0000571,0.3048896249359031,3.0490183122214054,1,0.4,0.4,transcript,3277.0
AKAP10,ENSG00000108599,blood urea nitrogen measurement,EFO_0004741,0.3048206122815629,3.0482413031146613,1,0.4,0.4,transcript,11370.0
QSER1,ENSG00000060749,prostate carcinoma,EFO_0001663,0.30477549049120006,3.0477815801147323,1,0.5,0.5,transcript,18744.0
LHX9,ENSG00000143355,glucose measurement,EFO_0004468,0.3047362683158017,3.0474369497751725,2,0.8,1.6,transcript,21544.0
RCC1L,ENSG00000274523,body mass index,EFO_0004340,0.30470855139660075,3.0471285756518727,1,0.4,0.4,transcript,9289.0
BACE2,ENSG00000182240,cardiomyopathy,EFO_0000318,0.30468147069110096,3.046948262837554,3,1.2000000000000002,3.6000000000000005,transcript,26955.0
GNA13,ENSG00000120063,reticulocyte measurement,EFO_0010700,0.3046749041311488,3.0468006475558433,1,0.4,0.4,transcript,7751.0
GNA13,ENSG00000120063,reticulocyte count,EFO_0007986,0.3046749041311488,3.0468006475558433,1,0.4,0.4,transcript,7751.0
TRIM36,ENSG00000152503,pyruvate measurement,EFO_0010117,0.3046749041311488,3.046775202200958,1,0.4,0.4,transcript,15290.0
KCNIP4,ENSG00000185774,succinate measurement,EFO_0011002,0.3046370013641546,3.046502661626955,2,0.8,1.6,transcript,12062.0
LRPAP1,ENSG00000163956,phosphoglycerides measurement ,EFO_0022291,0.30461255035200135,3.0463561396914534,3,1.2000000000000002,3.6000000000000005,transcript,15609.0
LRPAP1,ENSG00000163956,total phospholipids in lipoprotein particles measurement ,EFO_0022315,0.30461255035200135,3.0463561396914534,3,1.2000000000000002,3.6000000000000005,transcript,15609.0
RCOR3,ENSG00000117625,platelet count,EFO_0004309,0.3046124332210901,3.0461886874518314,2,0.8,1.6,transcript,24862.0
C2CD4A,ENSG00000198535,aspartate aminotransferase to alanine aminotransferase ratio,EFO_0010934,0.3045843627449448,3.045959737754238,1,0.4,0.4,transcript,3445.0
NBEAL1,ENSG00000144426,adolescent idiopathic scoliosis,EFO_0005423,0.30454910489302406,3.045494902531913,1,0.4,0.4,transcript,103799.0
ZNF429,ENSG00000197013,metabolite measurement,EFO_0004725,0.3045458378248442,3.0456141869932076,2,0.8,1.6,transcript,10269.0
GPAT3,ENSG00000138678,sialolithiasis,EFO_1001180,0.30454323534306016,3.045579479867383,2,0.8,1.6,transcript,10875.0
FRS2,ENSG00000166225,body height,OBA_VT0001253,0.3045172957277031,3.045189066173169,1,0.4,0.4,transcript,24831.0
TRPC6,ENSG00000137672,matrix metalloproteinase 12 measurement,EFO_0010590,0.30450630600627066,3.0450919471862714,1,0.4,0.4,transcript,13847.0
OR10A6,ENSG00000279000,diet measurement,EFO_0008111,0.30449006669837864,3.0449335725448265,1,0.4,0.4,transcript,12156.0
HACD1,ENSG00000165996,lymphocyte count,EFO_0004587,0.30445344834165755,3.044599176931051,1,0.4,0.4,transcript,6183.0
GUCA1C,ENSG00000138472,gallbladder disease,EFO_0003832,0.30445344834165755,3.0447336866038266,1,0.5,0.5,transcript,2510.0
PDP1,ENSG00000164951,pulse pressure measurement,EFO_0005763,0.30439930354599254,3.0440164026757213,1,0.4,0.4,transcript,17118.0
TNPO3,ENSG00000064419,platelet volume,OBA_0003277,0.3043724185677211,3.043750858033981,1,0.5,0.5,transcript,18746.0
PDE1C,ENSG00000154678,triglyceride measurement,EFO_0004530,0.3043048296855942,3.04310265576061,2,0.8,1.6,transcript,29434.0
DIRAS2,ENSG00000165023,age at assessment,EFO_0008007,0.30429885944093227,3.0430648429796623,1,0.4,0.4,transcript,5246.0
DMAC1,ENSG00000137038,adolescent idiopathic scoliosis,EFO_0005423,0.30429885944093227,3.0431041679429836,1,0.4,0.4,transcript,3461.0
C4orf33,ENSG00000151470,pain measurement,EFO_0010639,0.30429885944093227,3.043439648042419,4,1.6,6.4,transcript,14189.0
DMRTA1,ENSG00000176399,lifestyle measurement,EFO_0010724,0.30429885944093227,3.0430602019997273,1,0.4,0.4,transcript,5586.0
AGA,ENSG00000038002,educational attainment,EFO_0011015,0.30429885944093227,3.043086575988786,1,0.5,0.5,transcript,5103.0
ZPLD1,ENSG00000170044,bone tissue density,OBA_1000110,0.30429885944093227,3.0431475769212466,2,0.8,1.6,transcript,10064.0
PDE1C,ENSG00000154678,social inhibition quality,OBA_1000278,0.30429885944093227,3.043042953313991,2,0.8,1.6,transcript,29434.0
MSX2,ENSG00000120149,tooth disease,EFO_1001216,0.30429885944093227,3.043106832659397,1,0.4,0.4,transcript,3383.0
FAM98A,ENSG00000119812,bacteria seropositivity,EFO_0803593,0.30429885944093227,3.042995947620838,1,0.4,0.4,transcript,54398.0
DMAC1,ENSG00000137038,pulse pressure measurement,EFO_0005763,0.30429885944093227,3.0431041679429836,1,0.4,0.4,transcript,3461.0
DMAC1,ENSG00000137038,systolic blood pressure,EFO_0006335,0.30429885944093227,3.0431041679429836,1,0.4,0.4,transcript,3461.0
DIRAS2,ENSG00000165023,white matter integrity,EFO_0004641,0.30429885944093227,3.0430648429796623,1,0.4,0.4,transcript,5246.0
THEM4,ENSG00000159445,tetradecadienoate (14:2) measurement,EFO_0800570,0.30415922814639473,3.041746632226054,2,0.8,1.6,transcript,10366.0
CCDC34,ENSG00000109881,heel bone mineral density,EFO_0009270,0.30415044737002744,3.0415979971980533,1,0.4,0.4,transcript,4277.0
ZNF471,ENSG00000196263,smoking initiation,EFO_0005670,0.30414869754252655,3.0415172143124742,1,0.4,0.4,transcript,13228.0
OXSR1,ENSG00000172939,pathological myopia,EFO_0004207,0.3041326788877129,3.04136736505891,1,0.4,0.4,transcript,9858.0
PAG1,ENSG00000076641,erythrocyte volume,OBA_0003460,0.3040796780376101,3.0409268722534892,2,0.8,1.6,transcript,12299.0
TRIT1,ENSG00000043514,FEV/FVC ratio,EFO_0004713,0.3040490715834403,3.0405059186013066,1,0.4,0.4,transcript,26311.0
P3H4,ENSG00000141696,low density lipoprotein cholesterol measurement,EFO_0004611,0.3040309661360173,3.0403496373745647,1,0.4,0.4,transcript,10006.0
TMEM132B,ENSG00000139364,whole body water mass,EFO_0009805,0.3039934488201664,3.0400238514882467,3,1.2000000000000002,3.6000000000000005,transcript,40285.0
LATS1,ENSG00000131023,hepatocellular carcinoma,EFO_0000182,0.30398922521758104,3.039909608766976,1,0.4,0.4,transcript,23046.0
SLC35B4,ENSG00000205060,"beta-1,4-galactosyltransferase 7 measurement",EFO_0802314,0.3039265279201762,3.03930719913469,1,0.4,0.4,transcript,9542.0
CHL1,ENSG00000134121,pericarditis,EFO_0007427,0.3039070272572408,3.0391174729972117,2,0.8,1.6,transcript,33898.0
NSUN7,ENSG00000179299,metabolite measurement,EFO_0004725,0.3039070272572408,3.0391093015318957,1,0.5,0.5,transcript,12811.0
FAM114A1,ENSG00000197712,ocular hypotension,MONDO_0004390,0.3038747988830194,3.0387966683969454,1,0.4,0.4,transcript,8217.0
CASQ2,ENSG00000118729,neurodegenerative disease,EFO_0005772,0.30386924583104535,3.0387051093320236,1,0.4,0.4,transcript,31618.0
SMC6,ENSG00000163029,IGF-1 measurement,EFO_0004627,0.30386501062811844,3.038666515864381,1,0.4,0.4,transcript,24376.0
YTHDC2,ENSG00000047188,neurodegenerative disease,EFO_0005772,0.3038271353680836,3.038291562845692,1,0.4,0.4,transcript,19793.0
MCF2L2,ENSG00000053524,hypertrophic cardiomyopathy,EFO_0000538,0.30381948703192724,3.038236320022648,2,0.8,1.6,transcript,38601.0
ZNF675,ENSG00000197372,growth differentiation factor 15 amount,OBA_2050135,0.30381948703192724,3.0382376675460123,1,0.5,0.5,transcript,11683.0
TMEM154,ENSG00000170006,aspartate aminotransferase measurement,EFO_0004736,0.30381948703192724,3.0382139551992764,1,0.4,0.4,transcript,20959.0
OTULIN,ENSG00000154124,calcium measurement,EFO_0004838,0.30378650664134577,3.037884300881625,1,0.4,0.4,transcript,20796.0
SLCO1C1,ENSG00000139155,sitting height measurement,EFO_0011011,0.30375567647827184,3.037587655676083,1,0.5,0.5,transcript,16186.0
C15orf61,ENSG00000189227,taste liking measurement,EFO_0010155,0.3037457906485851,3.0390794404569874,5,2.0,10.0,transcript,6167.0
NUDCD1,ENSG00000120526,arterial stiffness measurement,EFO_0004517,0.30367019299900033,3.0367129183972335,1,0.4,0.4,transcript,36402.0
LRRIQ3,ENSG00000162620,urinary microalbumin measurement,EFO_0010967,0.30367019299900033,3.0367288261707452,1,0.5,0.5,transcript,18590.0
FRMD4B,ENSG00000114541,benign chondrogenic neoplasm,MONDO_0024470,0.30367019299900033,3.036778026251774,2,0.8,1.6,transcript,21026.0
ABCA13,ENSG00000179869,drug allergy,EFO_0009482,0.30367019299900033,3.0367122618493245,1,0.5,0.5,transcript,48394.0
MAN1A2,ENSG00000198162,body weight,EFO_0004338,0.30363355688325,3.036463089355334,2,0.8,1.6,transcript,12547.0
MSX2,ENSG00000120149,hemorrhage,MP_0001914,0.30362258881904297,3.0363441264405036,1,0.4,0.4,transcript,3383.0
FRS2,ENSG00000166225,multinodular goiter,MONDO_0000334,0.3036111016984503,3.0361271258806406,1,0.4,0.4,transcript,24831.0
FRS2,ENSG00000166225,bone tissue density,OBA_1000110,0.3036111016984503,3.0361271258806406,1,0.4,0.4,transcript,24831.0
TMPRSS4,ENSG00000137648,candidiasis,MONDO_0002026,0.30359803195101714,3.035990651156003,1,0.4,0.4,transcript,38716.0
FIGNL1,ENSG00000132436,erythrocyte count,EFO_0004305,0.30359769421023813,3.0359931246414216,1,0.4,0.4,transcript,24718.0
TRMT9B,ENSG00000250305,protein measurement,EFO_0004747,0.3035863802212217,3.0360049288733957,3,1.2000000000000002,3.6000000000000005,transcript,25509.0
ATXN7L3B,ENSG00000253719,bilirubin measurement,EFO_0004570,0.30357092215736725,3.035761880868038,1,0.4,0.4,transcript,7596.0
ATXN3,ENSG00000066427,Abnormality of the skeletal system,HP_0000924,0.30356274413421225,3.0356331645396732,1,0.4,0.4,transcript,69891.0
ARMC1,ENSG00000104442,serum creatinine amount,OBA_2050096,0.3035613192892094,3.035657741282783,1,0.4,0.4,transcript,8979.0
UBL3,ENSG00000122042,neurofibrillary tangles measurement,EFO_0006797,0.3035398250740415,3.036232163179609,3,1.2000000000000002,3.6000000000000005,transcript,4317.0
PHC1,ENSG00000111752,body height,OBA_VT0001253,0.3035204924183505,3.035224074668012,1,0.5,0.5,transcript,26109.0
HHLA2,ENSG00000114455,liver disease,EFO_0001421,0.30351640883118963,3.035197892652374,1,0.5,0.5,transcript,14791.0
FAM8A1,ENSG00000137414,temporal measurement,EFO_0000719,0.3035025173706276,3.035044415576586,1,0.4,0.4,transcript,20788.0
IL17A,ENSG00000112115,cystatin C measurement,EFO_0004617,0.30347714787527624,3.0349852681701863,1,0.4,0.4,transcript,1871.0
TSPAN3,ENSG00000140391,blood urea nitrogen measurement,EFO_0004741,0.30347410970270483,3.034763007631781,1,0.4,0.4,transcript,18256.0
PAG1,ENSG00000076641,ovarian dysfunction,EFO_0009003,0.3034676632097474,3.0348067239748624,2,0.8,1.6,transcript,12299.0
PCDH18,ENSG00000189184,Agents acting on the renin-angiotensin system use measurement,EFO_0009931,0.3034476778771722,3.03455395043043,2,0.8,1.6,transcript,20733.0
CMYA5,ENSG00000164309,cardiomyopathy,EFO_0000318,0.3034436949832436,3.0344645665129106,1,0.5,0.5,transcript,18105.0
F13B,ENSG00000143278,white matter hyperintensity measurement,EFO_0005665,0.303396431182973,3.034072209973882,1,0.5,0.5,transcript,4634.0
AGPAT5,ENSG00000155189,aspartate aminotransferase to alanine aminotransferase ratio,EFO_0010934,0.3033894654604894,3.0339320273041372,1,0.4,0.4,transcript,10703.0
CPD,ENSG00000108582,erythrocyte volume,OBA_0003460,0.3033871083012261,3.0338913013705304,1,0.4,0.4,transcript,19784.0
TULP4,ENSG00000130338,myeloid leukocyte count,OBA_2045223,0.30337495184196844,3.0337684434764594,1,0.4,0.4,transcript,21136.0
NPS,ENSG00000214285,growth differentiation factor 15 amount,OBA_2050135,0.3033595250154228,3.0339201892281515,1,0.4,0.4,transcript,1231.0
